
2024/03/03 (13:36:01) | ===> btop++ v.1.3.2
2024/03/03 (14:34:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:34:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:35:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:36:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:37:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:38:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
